P45985	Q14315
Q6P9H4	Q96JH7
Q9Y3C6	Q8IXQ4
Q9Y343	Q1L5Z9
Q86WR7	Q9Y6E0
P35612	Q9BQG2
Q9P0L0	Q8N9B5
Q92997	O14641
Q9NRW1	P24386
P62304	Q15428
Q13976	Q05397
Q7Z3B4	Q9H1M0
O00626	O75164
Q9Y5Q0	Q96F25
Q8NI38	P19838
P51608	Q5QNW6
Q8N4B1	Q9H257
O95198	Q96KG9
Q9HAF1	Q9NXR8
Q9NQ84	Q9H4A5
Q86WT1	Q9H7X7
Q9H2J7	Q8IWB9
Q9H0R6	O75879
Q8NC24	O95747
P01037	P01036
Q9HCM2	O95825
O60232	Q8TEU7
P01562	P01571
O00712	Q12857
Q9NX08	O14972
Q96EY7	Q9UPU7
Q92686	A8K855
O95198	Q9C026
P22694	Q8N6U8
Q9BWN1	Q14738
P20309	Q13748
Q01081	Q99590
Q9P031	Q9H6D7
Q9NYL9	P0CG38
Q9NRW1	P31150
Q8TAG9	O00471
Q5T2W1	Q8TBC3
Q92930	Q96C24
Q16204	Q53EZ4
P53680	Q9NSY1
Q13263	P17039
P49674	Q5T7W0
Q9NWT6	Q8NB46
A0JP26	Q9UQR0
P02741	O15230
P28908	Q14CX7
P63162	Q9Y4F1
Q9BQP7	Q9H8W5
Q9P0L0	Q7L4E1
P46779	Q02539
Q8TDY4	P0DMV8
Q8N5R6	P49454
Q6PJI9	Q00341
Q9BQ87	Q13227
P62993	Q9H9H4
Q9Y5F2	Q8N394
Q8TEL6	A6NHR9
Q9Y5G3	Q96JQ0
Q8NFN8	Q8IZ73
Q3MIR4	Q2VWP7
Q13503	Q93074
Q96DA0	Q6SZW1
P32971	Q4KMG0
Q6NYC1	Q8WUA2
Q969H0	Q9H6K5
Q6AW86	Q5JUX0
Q02040	Q08043
P15336	P17544
Q9BSH3	Q6NSI8
P02724	O15287
Q9H9D4	P35555
Q9Y4Y9	O15116
P19878	Q9P1Y5
Q8IVT2	P51812
Q15050	Q16777
P04004	P10075
P62308	Q6IEG0
Q8IWZ6	Q6P9H4
Q8WTP9	Q9H9B1
Q2TBA0	Q9H2Y7
O43900	O95568
Q96JJ6	Q9BZL4
Q99435	Q9BXX0
Q15678	Q5TCQ9
O00409	P22670
O43323	P49247
Q9NWT6	Q92625
P43005	Q9Y6R0
Q3MIR4	O43556
Q96CT2	Q8NFY9
Q02809	P08572
Q86XK7	Q93084
P63162	Q16560
Q2TBA0	Q6NUN9
Q9NPC8	Q2NKX8
Q13263	P17035
P62826	Q9HD47
Q4G0X9	Q9H3R5
O95198	Q96RU2
P48426	Q9HB65
Q16822	Q9HC84
Q15831	O75164
Q7Z3B3	Q9H9L4
Q5T2W1	Q6ZV89
Q9NX14	O95182
Q99742	Q9HBZ2
O00533	Q12955
P62306	Q96DR5
Q8TBF4	Q02539
Q9UMS4	Q9HCK1
Q8WYK0	Q96BR9
Q969R8	A1X283
P43897	Q5T6C5
P20839	Q64LD2
Q17R89	Q9Y3L3
P46098	P06340
Q9H7C4	P25054
Q12805	Q9BV97
P21802	Q14C86
P17275	P53539
O14978	Q96JC1
Q9H813	Q9BVK8
Q9BT43	O75575
P78346	O75818
Q9P246	Q76B58
Q9HCH3	P16333
Q9NX08	Q86VX2
Q96DN2	Q96H86
Q7Z4N8	Q9UPQ3
Q8IWZ6	Q8N720
Q8N6U8	P31321
Q13503	Q9Y2X0
Q9ULW2	O60447
Q12950	Q15118
P01160	Q6GTS8
Q5H9L4	Q16594
Q8TDQ0	Q9C0B5
O75386	Q96S90
P61962	Q9NYF3
O60826	Q9H9C1
P12724	P0CG38
Q9H583	Q8N831
Q9GZM8	Q9NXR1
Q00765	Q96MH6
O75116	Q9UBS4
Q9UJT2	P53609
Q14195	O14531
Q4VC05	Q969V6
Q99615	Q05BV3
Q9BQ83	Q86WP2
Q9UBP4	Q9ULV0
Q8TF66	Q9Y240
Q6P1K2	O14777
Q8NG41	Q9P2J9
Q400G9	Q9Y2A7
Q8N831	Q9H2G4
Q9BQ87	O75376
P62805	Q13733
Q96PL5	Q03112
P52815	Q9NRG7
O95861	Q9NRG7
P63162	Q8N8D1
Q8NCB2	Q9UHB7
P62195	Q9Y592
Q9NPJ8	Q7Z6K3
P16070	Q13268
O15498	Q7Z6K3
Q9H8H2	P02788
Q4VC05	Q92785
O60232	O95271
P52815	Q9H019
Q9NQ55	Q9Y2T7
Q99732	Q9UM19
O00755	P41221
Q9Y5R8	Q9UL33
P11464	O14920
P01562	P01570
Q9UKA2	P51178
P63215	P19087
Q7Z3B4	Q12934
Q86XK7	Q92551
Q8N4S9	Q01459
Q8NCA5	Q5XUX0
A8K8V0	Q9BRK4
O75379	Q9P2W9
Q96RI1	P28702
O15460	Q2M1P5
P63162	Q6IEG0
Q12926	Q96E39
Q9Y3P9	Q7Z2K6
Q9Y215	Q8IVL5
Q9H8X2	Q06418
P11142	Q9UJ71
Q01814	Q8IXM6
Q15311	Q13439
P62312	O43687
O95081	P52594
Q16385	Q86VW0
Q9Y5G8	Q9Y5G6
P07384	P49356
Q8N6G5	Q8IWR1
P62993	P52952
Q8NHX9	Q8NDL9
Q6ZT07	O95870
P55899	P07996
O94844	Q96DR5
Q9H173	Q8NBT0
A4D1S0	Q8N441
Q9NQ84	O60551
Q96IQ9	Q9UGI0
Q6P9F7	Q6NSJ5
P08887	O95825
O95198	O43166
O75396	Q8WU76
Q9NX08	O60826
Q8NAT1	Q9BY49
P50616	Q9NZN8
P01189	Q16254
P19447	P52747
Q96E22	P0CG38
P12524	Q12840
Q9UQ74	Q9NYQ7
Q96H86	A1X283
Q8N443	Q9ULM6
Q16181	O43236
Q68D91	Q96A57
Q9Y230	O43257
O15392	Q96A19
Q969R5	Q8IWI9
Q96DX4	Q27J81
Q8NCB2	P51825
Q96F44	Q13129
Q6ZNC4	Q9Y297
Q9HB29	P0CG38
Q8IV38	Q9P2N6
Q9UQ74	Q00888
Q9HCJ6	Q8WXW3
Q96MN5	Q712K3
Q8NFX7	O15400
Q9UBH6	Q9ULH0
Q9Y6J9	O15265
Q92565	Q13387
P48426	Q3L8U1
Q13263	Q5TYW1
Q9Y597	Q9BZE9
Q9NP66	Q8IZ40
P16444	O15287
Q969K4	Q9ULJ3
Q9UNY5	O14771
O43491	P42568
Q5T2W1	P31641
Q9HAF1	Q9NV56
Q9NYL9	Q27J81
P16104	Q96P70
Q8NC24	Q9UEW8
P21953	P11182
P53680	Q9UBC2
Q9H672	Q6NT76
Q9Y265	Q86VZ6
P52815	Q7Z7H8
Q15942	Q8IX12
Q5VX52	Q86US8
P48426	Q96HN2
Q53TN4	Q8N344
Q8N511	O75787
Q8N878	P01877
O75396	A2RRP1
Q96PM5	P13196
Q12950	P67775
Q15771	P42858
P05014	P01562
P09619	Q5TB30
Q9HAF1	O43293
O43633	Q9UPQ4
Q92930	A0JNW5
Q9H5V7	Q8IYH5
Q8WTR4	Q9Y6N7
Q8TCT7	Q8TAD4
Q9H078	O75153
Q8N6M8	Q6VY07
Q96C01	O43251
Q96DN2	Q7L945
Q9H8J5	O14683
Q9UNY5	Q8IWY8
Q96L92	P00738
Q03721	O75953
Q9BVI0	Q9H9L4
Q96HU8	P52306
P61421	Q13748
Q8N4P2	Q9H7X7
Q7Z3B3	Q9NX74
Q9HCH3	Q9H5N1
O75330	Q9H4H8
Q8WUJ1	O95502
Q6P1L5	Q13627
Q8WUZ0	P51531
Q9H0V9	P78357
Q86WB0	Q9GZY0
Q8NCB2	Q9HDB5
P06276	Q14766
Q13503	Q9ULK4
Q9UJY5	Q14186
Q6B0K9	O75556
Q5T2W1	Q14681
O15460	Q96AY4
Q8IV38	O60266
Q9BUE0	Q71SY5
A6H8Z2	O75143
Q9H9D4	Q8NEM2
Q14677	P53675
P35442	Q6ZPD9
Q92552	Q8NC60
Q9H773	Q8TEP8
Q12798	Q8WXU2
O15498	Q9BTE6
Q9NP66	Q13884
P34741	Q9Y692
Q9Y230	Q9H2F5
Q15311	Q8TF05
P18848	Q3MII6
Q8WXQ8	Q6S8J3
Q9UJY5	Q9C0F1
Q5T7N3	Q96Q05
Q8IYG6	Q9HD47
O95292	Q8IVH8
P10412	Q9Y2T7
P46098	Q8IZY2
O60256	Q8N653
Q12904	A2RTX5
Q6MZZ7	Q96QC0
Q96DA2	Q2KHT3
Q13296	Q7LGC8
O75380	Q9UI09
O75477	P51452
Q4G0X9	O75330
Q8IW36	Q6WRX3
P62993	Q8IUW3
Q15046	A2RTX5
Q8TCE6	Q9P000
Q9NVF7	Q9ULS5
Q8IUZ0	Q8N5T2
Q99689	Q12955
Q16563	Q9BV40
P25791	Q9BWW4
Q9BQQ3	Q9UGI8
Q6IBW4	Q9UPW6
Q9BV97	Q9UMX1
P58062	Q8N2G4
Q9Y265	Q6PI26
P25791	P81877
Q9BS26	Q6ZWJ1
B2RXF5	Q99986
Q9UDV6	Q8TD17
Q9H672	Q9NQT8
Q16643	Q9NSB8
Q9H2C0	Q96JH7
P07947	P09769
P56539	Q6SZW1
Q9NZU1	Q9NZU0
O95926	Q9BRR8
Q9BY50	Q15005
P13497	Q13439
O43491	Q15287
O95428	Q99661
Q2TAL5	P20248
Q99832	Q9NW82
P49796	Q9NYW8
P59665	P18065
Q8N4P2	Q8TDR0
Q9NRH3	Q9UGJ1
Q9HAF1	O95619
Q96G28	P36404
O00755	Q9H4B7
Q8N3Z3	Q86WK7
Q9Y4Z2	Q8WV16
P49069	Q8TC07
Q9H8H2	Q13421
P46779	Q15262
Q96HA8	Q13490
Q7Z4N8	Q14493
Q9BWN1	Q15172
Q96RJ6	O94966
Q9NX14	P03915
P78380	P12259
Q86VM9	Q9HAZ1
A4D1S0	Q14766
Q9NWX5	O60551
Q96BR6	Q6ZW76
O15496	O14965
Q8NCB2	Q9HCG8
Q6P1K2	Q9NQZ6
Q93034	Q96CX6
Q8TDR4	Q5VTR2
Q9UIV8	Q9NW68
Q8TBF4	Q6IEG0
A8K8V0	O94964
Q8N5F7	O75052
Q96HA8	O75460
P21757	Q70UQ0
P12524	Q05BQ5
Q8WUZ0	Q6PI98
Q96Q40	Q86SG5
P16233	Q9HBU6
Q8N7X8	O14787
Q9NRH3	Q96RT7
O43395	Q86UT8
P09619	Q13535
Q9UKA1	Q96JN8
Q13503	Q71SY5
Q96Q40	Q96TA1
Q8NFN8	Q8TAA9
P62308	Q8IYT2
P23921	O76003
P78364	Q5VUG0
Q9UBP4	Q8NFZ5
Q86WB0	P53350
Q9HCM4	Q9P0U4
Q9H9D4	Q9NRG4
P08253	Q05707
Q96B67	Q9P2P5
Q7Z2W9	Q8NFP9
Q13232	Q8N3I7
Q9Y4Y9	Q8N5A5
Q59EK9	Q9UM22
Q13263	Q14587
Q9UM11	Q9H6K5
Q9NWT8	Q9H3L0
P62304	Q15696
Q96BA8	Q969H0
Q9UQ88	Q13451
Q86VM9	Q9BXP5
O95498	Q9NWM8
Q9UP83	Q96JN2
Q9NPD8	Q8NB91
O43395	Q8WVK2
P82930	Q9Y2I6
P01562	P05161
P51172	O95870
O95256	P37287
Q8WVZ9	Q9UKE5
Q9H8J5	O75674
Q01523	Q8IUL8
Q9H672	Q8WV99
Q96G30	Q8IWB9
O15482	Q15058
Q86X83	Q9P000
Q12805	Q8TD17
Q9UJ70	Q9UPN6
Q9NNW5	O95340
O95210	Q04446
Q9BY50	Q9BWH2
Q96G30	O00592
Q9NZL3	P26022
P10243	Q6MZP7
Q8TCX5	Q16825
Q400G9	Q92558
O95136	P07360
P48730	Q8TC76
Q9NPG4	Q8N8Z6
Q99615	Q8TAM1
Q9UKZ1	O75175
P20839	Q96BM1
Q96DN2	Q6EMB2
Q9NY27	Q92620
P41597	Q6S8J3
Q9HAF1	Q9Y230
P62312	O43395
P23246	Q96E39
Q5JNZ3	P30414
Q8N998	Q15058
Q9BQ48	O60518
Q6NYC1	P21127
Q5K4L6	Q9UGP4
P56559	O14924
Q9Y4X5	P31274
Q5U5X8	Q13394
Q4VC05	Q9NPI1
Q969T3	P42858
Q8TBB1	Q6PJG9
Q9Y6K9	P49454
Q99502	P43378
Q92834	Q13733
P04844	Q6MZP7
Q9BTY2	Q9Y2E5
O75251	Q9BT30
P07919	O14548
O60216	Q8NDV3
O75496	Q13613
Q5T1C6	Q5T2R2
Q6UVJ0	Q86WB0
Q96Q40	Q8N3Y7
Q9Y4X5	Q6ZMS4
P62306	Q6IEG0
Q6P1K2	Q96ST8
Q8NCB2	O00468
Q2TAL5	Q13309
Q9BRK4	Q9Y2D8
Q9NZQ3	Q9Y2X7
Q8N668	O14972
P50150	P84996
P34741	Q9NQV6
Q13232	Q3SYG4
Q5VU43	Q99996
Q6AW86	P68133
P61081	Q9P2K6
O60518	Q9UH62
Q9H307	Q6PJT7
P52815	Q96CM8
Q86VM9	Q7Z6E9
P33151	Q9UN30
Q53T59	Q8N961
Q8N4N8	Q9Y4F5
P01178	P40337
A8K8V0	Q9UMX1
Q96L92	P01877
Q8N2M8	P54253
P62306	Q9UDW3
Q8TCE6	Q9GZQ3
P35414	P51857
P21802	P51812
P15056	P01116
Q96LR4	Q9NT99
P49703	Q13748
O00534	Q9NXL9
Q4KMQ2	O15320
P21741	O15047
P17540	P06732
P62306	Q16560
P56539	Q6P0N0
P08134	O15085
P62166	O60551
O95428	Q6ZPD9
P59665	P48454
P49748	Q9BTZ2
Q9Y324	O60437
Q8N4N8	Q9H4B6
O60333	Q9H267
P53805	P16298
Q9H8H2	Q9GZZ8
Q8WVK2	Q86VZ2
Q969T4	Q9Y4E8
Q9H609	Q5T7W0
Q9UF02	P52746
Q9Y6C2	Q15750
P21709	Q9NRY5
Q9NXS3	Q8IVD9
P10809	O75648
Q86YP4	Q8N1G0
P40937	P35251
Q9UKA2	Q86SG7
Q9NQ35	Q5TDH0
Q08380	Q9BYK8
P49006	P02753
Q9NYS7	Q8N2M8
P62879	P84996
Q01814	P23634
Q9UNY5	P17028
Q8NB12	P30520
P11532	Q496Y0
Q6NYC1	Q9NWB6
Q9NP66	O75330
Q7Z4N8	Q6DD87
Q4VC05	Q86U86
Q8N4N8	O14867
Q8N831	P62068
Q8IV45	Q8TD16
P49368	Q5T6F0
Q9H609	Q96IF1
Q70UQ0	Q8IZP0
Q9NX08	Q96JB2
Q9H3N1	P22455
Q8NFN8	Q8N0Y2
Q6EMK4	P33897
Q96DX4	P48681
Q9Y265	Q05BQ5
P62308	Q9BWU0
P05362	Q13153
Q9NYP9	Q86YM7
Q96AH8	P24386
P62805	P13535
Q9NWT6	Q5VT52
P10909	Q58EX2
Q9NZQ3	Q14161
P06241	P51812
Q9NV70	Q9H5N1
Q68D85	P34925
Q92990	Q9UK73
Q02040	P06732
Q9Y2V7	Q8NEY1
Q9UK11	Q9HCM9
P49721	Q9UL46
Q86VM9	Q96MU7
Q9Y5G3	Q9Y5G4
Q96MN5	O94888
Q9C099	Q15154
Q96JN2	O14709
P02794	P42357
Q9NU19	O00204
P11686	Q9HC52
Q5SY16	Q7L273
P21802	Q5TF58
Q12933	Q8N9M5
Q9Y6J9	Q16514
Q6B0K9	P98088
P26439	Q02880
Q15742	Q8NFP9
O75173	Q9H4B7
Q8TDR4	Q9NRD5
O00541	Q16875
Q96B67	Q9NZC7
P21709	Q15058
Q9UNF1	P38405
Q3KR16	Q96DR5
P20618	Q969U7
O43674	O95139
P19438	Q01167
P49796	Q7Z3C6
Q9NYP9	Q8TD16
O00322	Q8WWI5
Q9GZM8	Q13884
Q9BZB8	Q96PP8
Q9H9D4	Q9BRK4
Q96A23	Q02539
Q9GZM5	Q03135
Q7RTS1	Q9Y6H1
P01185	P40337
Q8WWF5	Q9BZC7
Q17R89	Q96B97
P63162	P08579
Q9UKZ1	Q9UFF9
Q96LP2	O95613
O75558	Q9UPQ7
Q9UKB1	Q96E39
Q9UMS4	O60306
P51151	P24386
Q96C01	O14715
P08048	Q96L73
Q99627	Q92624
Q9NY72	Q13395
Q9NU19	P49862
O60232	Q8NFZ5
Q8WZ19	Q13618
Q9C099	Q9UPN4
Q9Y324	Q9BQ50
P21709	Q9H1Z4
O75461	Q13547
Q00765	Q8N428
Q9BY11	Q9P0K7
Q86VM9	Q5VTL8
Q8WUZ0	P06396
Q9UF02	Q8N9R8
Q4VC05	Q6STE5
P27930	Q9UPT5
Q01664	P54198
Q96PC2	P49585
Q07020	Q03701
Q12926	Q8TB72
Q92990	Q96AN5
P49796	Q15776
Q9BRX9	Q9UMS4
Q9UNA1	Q8TDZ2
Q8N668	Q14186
P63162	P83369
P41587	Q9HBM0
O00399	O43298
Q9H633	O95707
Q7Z4N8	Q7L4I2
P46779	Q9UJP4
O14966	Q14573
Q8IV01	P42858
Q9H2J7	Q96CP7
Q9BU19	Q9NS91
O00399	Q9UJW0
P43026	Q8TF66
Q86YP4	Q14839
P57059	Q9Y248
P08670	P07196
Q969R5	Q6MZP7
O75326	P35610
P63162	P62314
A0JP26	Q93009
Q9H5V7	Q7L590
Q96HB5	Q16352
Q8IXB1	Q9NYA4
P48426	Q96CJ1
Q9H9Q2	Q9UH99
Q99689	Q9H3P2
O43296	O15164
P60321	Q9HC44
Q86VY9	Q9Y613
Q8NFX7	Q16623
Q12926	Q2TBE0
Q99832	O15213
P33151	P26232
Q86UG4	Q86VI4
P62304	Q6IEG0
Q9BQ48	O00410
O96018	P17029
Q9H9Q2	Q9H0C5
P24385	P42773
Q92581	Q9BYC5
Q16445	P28472
Q9NQX1	Q86XK2
P29350	Q05209
P17275	O14974
Q9BTD8	Q13555
P32970	Q92503
O95639	Q92797
Q15311	Q96CN9
P07306	Q9BX97
P25791	Q96A47
P48730	O15534
P11279	Q9NVC3
P17022	Q96T88
Q8WUZ0	Q8WUB8
Q8NI17	P51178
Q9UKZ1	Q8IY67
Q9Y230	Q92993
Q9UMX2	O95372
Q12797	Q658P3
O43674	P17568
Q5T8I9	Q9H903
O75325	Q13490
Q9BXD5	Q15274
P07919	P14927
Q9H1J1	O15234
Q99435	Q9NUA8
Q9NU19	O43240
Q6EMK4	Q16514
Q13296	Q92854
Q96L92	Q16378
Q9H8J5	Q8N6S4
O75400	Q86VM9
P49796	Q04864
Q8WWF3	P48729
Q53F39	Q14773
Q8WUZ0	Q6P4R8
Q96FN4	Q9NUQ3
Q13263	Q9P2J8
Q01814	Q8NBJ4
Q9UM54	P0CG38
Q9UHN1	Q02252
P14780	P12110
Q7Z3C6	Q8WV99
Q96IZ6	P47928
Q8NCE0	Q6PL24
P62308	Q86UT8
Q01814	O14756
Q7Z5A8	A2VDF0
Q8TC44	Q6SZW1
Q6P1L5	O75157
Q92990	Q9BQ90
P43119	Q9UHW9
O00213	Q96JN8
P22694	P22612
Q8NBZ7	Q8WUA8
O60858	Q9NXB9
P01568	Q6ZT12
Q96CT2	Q96DT7
P29279	Q92793
Q8IWB7	Q4G0X4
P11464	Q9H4B7
P81408	Q6ZNA4
P50616	Q9UKZ1
P16157	Q9Y2I7
O15496	O95551
Q5VX52	Q8IUZ0
O94887	Q8WV44
Q4VC05	Q92925
P15336	P17535
Q9NV70	B7ZAP0
Q96DX7	Q53T94
Q7Z3B4	Q9BV73
O95198	Q14999
Q8N8L2	P01877
P63162	Q9BWU0
P62306	O43395
Q9NV56	Q9NXR8
P0CG30	Q9H257
P11142	P42684
O00522	Q9ULI3
Q8WWF5	O15033
Q9NQX6	Q2M1P5
P15812	P55899
Q16799	O75298
Q8TDR4	Q13107
Q8TDQ0	Q8IWF6
P62306	Q96RS0
P81408	Q99835
Q53H80	O14715
Q9NZE8	Q9HD33
P21741	Q9P0U4
Q9P0V9	Q6ZU15
Q3MIR4	Q9NZ53
Q96F44	P51812
Q8IVT2	O75147
P34741	Q8WV41
Q9Y3B6	Q5J8M3
P07998	Q14181
P62993	Q96EY5
Q9BVI0	Q96EZ8
Q6ZRI8	Q4J6C6
Q99435	Q8IZC7
Q8N3I7	Q9BXC9
P16444	Q15021
Q8N9N7	Q9H9A6
Q5BJH2	Q8WWI5
O95644	P54868
O95926	Q2TBE0
Q8N6T7	Q6V0I7
P49760	P49759
Q6NYC1	Q16630
P61421	Q9H3E2
Q12805	Q96C00
O94844	P09228
Q9UDV6	Q6NUN9
Q86UY6	P62987
Q9C099	Q93084
Q8WVV9	Q86UP3
O14526	Q9BSM1
P21802	Q96LL9
Q6ZN55	Q8WV44
Q8N878	P01833
P63162	O43395
P55899	O43556
B2RXF5	Q5TA31
P56539	Q7L590
Q5VWQ8	P30622
Q13671	P01111
P02724	Q9UI10
O14530	P68366
Q9BT04	Q9BXB4
Q9BXY0	P56182
Q6P1M3	Q92610
Q9Y216	Q2PPJ7
O75496	Q2NKJ3
Q96DN2	Q14592
Q9UNW1	Q6PCB0
Q6P1M3	Q9NS56
Q6ZNA4	O94888
O75379	Q86Y82
Q8IZQ1	Q15751
Q9NZC7	P22392
Q9NX14	Q96LL9
Q9NZQ3	O95405
Q9NU23	Q9NWU1
P34741	Q8IWU6
Q01523	Q86T24
Q9NWT6	Q12955
Q9H3K2	Q9H0P0
Q9BS26	Q92626
Q9BTE6	O43318
Q7Z7H8	Q9HD33
Q9UHP7	A1A5C7
Q9UBM8	Q9UJH8
Q99832	Q96S15
Q9UN75	Q86WA8
Q16799	O15162
Q6NUQ1	O75396
P15056	Q14154
Q9UN70	Q5TC63
Q86SU0	Q96PU5
Q9Y215	P02751
Q5T7N3	Q9Y490
Q96JS3	Q6P3X8
O60293	P45984
Q9NPG4	Q13332
P16104	Q7Z3K6
Q9UBP4	Q9Y4I1
P33552	P46527
Q9NYB9	P42684
A8K8V0	Q9Y2K1
Q9Y487	Q96NT0
P48426	Q9UKV3
P19484	Q16594
P01568	Q53G44
Q08AG7	O95613
Q96T68	O60231
Q96S66	O15162
Q3MIR4	P33908
Q92990	Q92624
Q8WWF5	O60353
Q66LE6	Q9Y375
Q9UKA1	Q9H2Y7
O95445	Q5DJT8
Q96S37	Q8WU79
Q8N4P2	Q8IY31
Q9BWN1	Q16537
P08253	P02458
P13631	Q8TCW7
P55899	P22455
Q9UKZ1	Q14201
Q6PJI9	Q8IX04
Q9NVF7	Q9HC35
Q9Y324	O00204
Q9NTU7	P13984
Q9NV70	O14777
P62304	Q8WVK2
P08670	P14136
Q13042	Q15468
Q8IWF2	Q8IUH3
P12956	Q9UGN5
Q9H813	Q9BTE7
Q96KS9	Q5T0U0
Q9BRK4	Q96P47
Q15375	P52803
Q9Y6G3	Q4U2R6
P07101	Q6P444
Q8N3L3	Q9NPJ6
Q9Y215	Q6AZZ1
Q9Y6E2	Q9Y2C4
Q9BTE6	O94830
Q9H8H2	P09228
Q9UKA2	Q9ULW8
Q8N8Y2	Q3ZAQ7
P50747	Q96BZ9
O75396	Q12981
P15586	Q8NFI3
P51687	Q6UWW8
P17040	Q3ZCQ8
P52815	Q15019
Q96H86	Q70CQ2
P32971	P12259
Q99567	Q9BVG3
Q9UKZ1	Q92600
Q7Z4N8	Q6ZRS2
Q9UKJ8	Q9UHG2
Q96HA8	Q9H4K7
Q99435	Q96C00
Q8WVV9	Q9H6T0
Q8N9Q2	P78559
Q92834	O15259
P53680	Q15311
Q96JS3	Q15697
Q9BXU3	Q92600
Q59EK9	Q15311
Q96LR4	O75051
Q6NYC1	Q8WUQ7
Q3KR37	Q9Y2K1
Q9NVF7	Q9Y2X7
Q13503	Q9BV40
Q9HC44	Q01433
Q969J2	Q15697
Q14990	Q8TB22
P16070	Q8NCB2
Q9UDW3	Q96LT9
Q68D86	Q969S3
P82930	Q5JS54
Q9Y5R8	Q66K74
Q8IYJ0	O60503
P60321	Q9UIV1
Q6ZMB5	P13984
Q96T51	Q7L099
Q13772	P02792
O95861	Q8NE62
O15514	O94762
P62306	Q9H6E5
Q99627	Q8WV16
Q7Z4W2	Q6P9A2
Q32P28	P51606
Q13557	Q8N0Z8
Q13671	P01112
Q9H5V8	P48357
Q70UQ0	Q9NYB9
Q16822	Q9UGM3
O60232	Q9NVR7
Q8NCB2	O00203
Q2TBA0	Q7L590
P09917	P48449
Q9P0V9	Q92599
P52630	O75410
P16444	P37287
Q9GZM5	O94919
P41587	Q8N5B7
P62308	Q9UDW3
Q400G9	Q9NYB9
Q9NPD7	Q9UHW9
P62304	P83369
Q96DV4	P0DPA2
Q8N6Y1	O94864
Q9Y2B0	Q2NKJ3
O75379	P14854
Q8IWW6	Q9HC84
P02774	P0CG38
Q76B58	Q9C0B6
Q76FK4	O60287
P17252	Q8NEM2
Q86X29	Q15311
P62195	Q15311
P05067	Q8IWU6
O00322	Q13454
Q9UQV4	O60921
P49720	Q9P0P0
O15496	Q15788
Q07020	Q14690
P43026	Q8TBN0
P55899	Q04756
P06276	Q8WX93
P62304	P54105
P59665	P42702
Q9Y2V7	Q8TC44
Q9NY72	Q96H22
Q93063	Q6DKK2
P19438	Q13535
Q8NEG5	Q9H0I9
Q9Y4Z2	Q9H869
Q12926	O60812
O60293	Q86VM9
P53677	O00203
Q9BVI0	Q15678
O75386	P36915
Q86YV9	Q969F9
Q8WZA0	Q9Y248
Q13296	O60507
P05362	Q14155
Q6ZNC4	Q9HAJ7
Q9H3N1	Q9H4M9
Q9Y5X2	P16435
Q14929	Q9NYW8
P48729	Q14C86
Q0VGE8	P30414
Q96LR4	Q9UBG0
Q14677	Q8WXE9
Q92997	Q9ULK5
P35052	Q9Y6I4
Q9UQ74	Q9H4B7
P01222	Q9UM22
Q9UQV4	Q8TDX7
Q10713	Q14527
Q9Y4Z2	Q9H8G1
Q9ULV4	O00178
Q8IUE0	Q53EL6
Q2M2Z5	Q14195
P01160	Q8WV74
Q96LR4	Q9NS93
Q8NFX7	Q13277
Q96Q40	P19971
P11532	P46939
Q14774	Q04725
Q9UKJ8	P49765
O94953	O75164
O00399	P61163
Q68D91	Q6QNY0
Q9UIL1	Q96F24
Q9P0L0	Q6ULP2
Q96Q40	Q9ULZ3
Q96Q40	Q9BQ50
Q2TAL5	P63104
Q9HC44	Q9Y2K1
Q9Y5G3	Q9NRJ7
O14893	Q9NRL3
Q9NVR7	O94988
Q6NYC1	Q05519
O00220	P48449
P16444	Q9BPX3
Q9Y3B6	Q5UCC4
Q4VC05	Q68CP9
Q9H9D4	O75096
Q6PJG9	P63167
O00232	O75832
P78368	Q9Y248
Q8N6T3	O95782
Q5VU43	P80188
Q9H8H2	O00391
P62491	Q9ULA0
Q9Y487	P21283
P43119	P48029
P08134	Q9Y4D1
P47902	Q9NY65
Q86W33	P48029
Q96Q40	Q92817
Q92581	P60763
P40259	Q9UHW9
Q9NPD7	Q9Y666
Q7Z6B0	Q9NQZ5
Q14627	Q9HC98
Q15915	Q7L5L3
Q9NU19	Q8WVV4
A0PJX2	P21283
O15511	Q9P1U1
Q6XE38	Q9Y3Q0
Q9BZX2	Q5ST30
Q13296	O15228
Q8N6T7	Q8TDW7
Q9NU19	Q6P4A8
Q14005	Q8NCN4
P55198	Q15075
Q3ZCQ8	Q9HC84
Q15025	Q96CV9
Q9BQP7	Q99797
P09917	Q8N3R9
P62195	Q96EK4
Q9BX73	Q9BRN9
O15530	P11142
Q8TDQ0	Q8NDL9
Q13438	O00468
Q8IV45	P06213
Q6ZMH5	Q9H1A3
Q8N6T3	Q9P265
Q16659	P00738
Q9Y496	Q6MZM0
Q6UX71	Q96NT0
Q00765	Q5TF21
P46926	Q96QU6
Q9NQY0	Q15154
Q8WUY3	P06241
Q8N8L2	Q8TAX7
Q8IYK4	Q8TB22
P62491	P24386
Q9UHI6	Q8WXD5
Q969J2	Q96JS3
P55899	Q9Y5H2
P49674	Q5VU43
O14867	P52739
Q9H845	Q96DR5
P24863	Q9NWA0
Q9NU19	P48594
Q8WTR4	Q9BRB3
Q6ZRI8	Q13748
Q9H609	Q96DT7
Q8IWY8	Q68CZ1
Q6EMK4	Q9BT09
