Q86TC9	P35609
Q14258	Q92576
Q14258	Q9UMS5
Q14258	Q9Y2I7
Q14258	Q8NHP8
Q14258	P53350
Q14258	P29590
Q14258	Q9H9Y6
Q14258	Q15165
Q14258	Q03181
Q14258	Q86YN6
Q14258	P62136
Q14258	P62140
Q14258	Q96KQ4
Q14258	Q00005
Q14258	P53041
Q14258	O75170
Q14258	Q5H9R7
Q14258	P31321
Q14258	P31323
Q14258	Q9H875
Q14258	Q5THK1
Q14258	Q9P2W1
Q14258	Q13200
Q14258	P48556
Q14258	P61289
Q14258	Q15185
Q14258	Q13882
Q14258	Q12974
Q14258	Q05209
Q14258	P10586
Q14258	P28827
Q14258	Q8TB72
Q14258	Q96PZ0
Q14258	Q15032
Q14258	P51153
Q14258	Q15042
Q14258	Q9H2M9
Q14258	Q9P0K7
Q14258	P10276
Q14258	Q8N431
Q14258	P78332
Q14258	Q9H1K0
Q14258	Q5TC82
Q14258	P53805
Q14258	P78509
Q14258	Q9P2R6
Q14258	P35250
Q14258	O94955
Q14258	Q8IUC4
Q14258	Q96G75
Q14258	O00584
Q14258	Q5VTB9
Q14258	P78317
Q14258	Q9Y6N7
Q14258	P61254
Q14258	P05387
Q14258	Q8N122
Q14258	Q9H1X1
Q14258	Q9Y3I0
Q14258	Q8N488
Q14258	O14828
Q14258	Q969E2
Q14258	Q8WTV0
Q14258	O75396
Q14258	Q15437
Q14258	O95487
Q14258	Q96T21
Q14258	Q9UBV2
Q14258	Q14140
Q14258	Q9BYW2
Q14258	Q86TU7
Q14258	P23246
Q14258	O14492
Q14258	Q7L8J4
Q14258	P12755
Q14258	O15427
Q14258	Q96CQ1
Q14258	Q8WUT9
Q14258	Q8NG04
Q14258	P11166
Q14258	O15431
Q14258	Q9NQQ7
Q14258	Q76EJ3
Q14258	Q96K37
Q14258	Q9BRY0
Q14258	Q9HAB3
Q14258	Q9Y289
Q14258	Q9UIG8
Q14258	Q92925
Q14258	Q9NTJ3
Q14258	A6NHR9
Q14258	Q86US8
Q14258	P53814
Q14258	P14678
Q14258	Q9Y5W8
Q14258	Q9Y5X3
Q14258	P04179
Q14258	Q96PQ0
Q14258	O60271
Q14258	Q8WWL2
Q14258	Q6PJ21
Q14258	O15020
Q14258	Q8NEF9
Q14258	Q7Z6B7
Q14258	O76094
Q14258	Q05519
Q14258	Q01130
Q14258	Q8WYL5
Q14258	Q16842
Q14258	Q11206
Q14258	O76061
Q14258	Q9Y6E0
Q14258	Q8TCJ2
Q14258	P53999
Q14258	Q7KZ85
Q14258	Q92537
Q14258	Q8N3V7
Q14258	Q7Z422
Q14258	P37837
Q14258	Q13148
Q14258	Q9ULP9
Q14258	Q9BZK7
Q14258	Q9UGU0
Q14258	Q9UL49
Q14258	P28347
Q14258	Q99594
Q14258	Q8IWB9
Q14258	Q8WUH2
Q14258	Q9GZN2
Q14258	Q8WTV1
Q14258	Q8WY91
Q14258	Q96J01
Q14258	Q01085
Q14258	P16035
Q14258	Q04724
Q14258	Q92544
Q14258	Q9UM00
Q14258	Q6UWJ1
Q14258	Q9Y3B3
Q14258	Q96IK0
Q14258	Q9BVC6
Q14258	A0PK00
Q14258	Q9NX61
Q14258	Q9H330
Q14258	Q6P2H8
Q14258	Q9NYL9
Q14258	O95271
Q14258	Q96FX7
Q14258	Q8TEL6
Q14258	Q96QT4
Q14258	Q8NCE0
Q14258	P43897
Q14258	Q2NL82
Q14258	Q6DKK2
Q14258	Q16881
Q14258	Q9UBT2
Q14258	P62253
Q14258	Q8N2K1
Q14258	P68036
Q14258	Q7Z6J8
Q14258	Q96RL1
Q14258	O75385
Q14258	P51784
Q14258	O94966
Q14258	Q9UPT9
Q14258	Q70CQ2
Q14258	Q53GS9
Q14258	Q70EK8
Q14258	Q70EL1
Q14258	Q9Y5J1
Q14258	O75691
Q14258	P50552
Q14258	Q14135
Q14258	Q8N0U8
Q14258	Q15906
Q14258	Q99986
Q14258	Q9Y6W5
Q14258	Q9H1Z4
Q14258	Q96EX3
Q14258	Q9Y2I8
Q14258	Q15061
Q14258	P30291
Q14258	O14980
Q14258	Q96QU8
Q14258	P16989
Q14258	Q9ULM3
Q14258	P62258
Q14258	P25490
Q14258	Q9H869
Q14258	Q96DT7
Q14258	Q8N2G6
Q14258	Q9H8U3
Q14258	P17010
Q14258	Q9Y2L8
Q14258	P52739
Q14258	Q8N0Y2
Q14258	E7ETH6
Q14258	Q5FWF4
Q96EQ8	Q14142
P62873	P25098
Q8IYM9	P33076
P33076	O60563
Q13330	Q14139
Q13283	P42025
Q13283	Q9UKV8
Q13283	P54886
Q13283	P27695
Q13283	Q9NVI7
Q13283	Q9NZT1
Q13283	Q01518
Q13283	Q9Y2V2
Q13283	Q13951
Q13283	Q99459
Q13283	P07199
Q13283	P23528
Q13283	O14578
Q13283	O75534
Q13283	P26232
Q13283	Q9HCG8
Q13283	Q92499
Q13283	Q9NUU7
Q13283	Q9H0S4
Q13283	Q7L2E3
Q13283	Q16555
Q13283	Q03001
Q13283	Q14152
Q13283	O15371
Q13283	P60228
Q13283	O15372
Q13283	Q13347
Q13283	Q7L2H7
Q13283	P78344
Q13283	Q15717
Q13283	Q16658
Q13283	P51114
Q13283	P51116
Q13283	Q06210
Q13283	P62879
Q13283	Q92522
Q13283	Q71UI9
Q13283	Q99729
Q13283	P55795
Q13283	P07900
Q13283	P34932
Q13283	P10809
Q13283	Q9Y6M1
Q13283	O95373
Q13283	O75525
Q13283	Q14974
Q13283	Q6PKG0
Q13283	Q9Y2U8
Q13283	P02545
Q13283	Q9BX40
Q13283	Q9NQ29
Q13283	Q9UNF1
Q13283	P27816
Q13283	Q9HCE1
Q13283	Q9Y266
Q13283	Q13310
Q13283	Q8WX93
Q13283	P12004
Q13283	Q8WUM4
Q13283	O00151
Q13283	P50479
Q13283	Q9NQP4
Q13283	P35080
Q13283	Q86SQ0
Q13283	Q9Y570
Q13283	Q6NYC8
Q13283	P30153
Q13283	Q06830
Q13283	P30041
Q13283	P48634
Q13283	O95758
Q13283	Q8TB72
Q13283	Q96QR8
Q13283	P32322
Q13283	Q09028
Q13283	Q9NWB1
Q13283	P13489
Q13283	O76021
Q13283	Q86SG5
Q13283	P06702
Q13283	Q14151
Q13283	P53992
Q13283	P31947
Q13283	Q69YQ0
Q13283	P31948
Q13283	Q9Y3F4
Q13283	O94901
Q13283	O60506
Q13283	Q9C0C2
Q13283	Q15785
Q13283	P09493
Q13283	Q9BRZ2
Q13283	Q13748
Q13283	P68366
Q13283	Q3ZCM7
Q13283	Q01081
Q13283	Q14157
Q13283	P55072
Q13283	P54577
Q13283	Q7Z739
Q13283	P31946
Q13283	P27348
Q12983	Q9BXM7
O60260	Q12983
P14618	Q00987
Q5S007	Q16665
Q93009	O43463
O95379	O95835
O95835	O95379
P07333	P42336
P06213	P06213
P00533	O15492
P00533	P41220
Q07021	Q96RL1
P30279	Q8TBC4
P30279	Q99471
P30279	P68371
P30279	Q9Y4Y9
P30279	P08865
P30279	P60709
P30279	Q9BZZ5
P30279	P55884
P30279	Q13347
P30279	P56537
P30279	P67775
P30279	P35998
P30279	Q13561
P30279	P63172
P30279	P62495
P30279	Q9UL46
P30279	P28072
P30279	Q16181
P30279	Q13263
P30279	Q9BUF5
P30279	P31689
P31749	Q8IYX8
P31749	Q8TAP6
P42771	Q9H9E1
P42771	Q53RT3
P42771	P49450
P42771	P13765
P42771	Q9H063
P42771	Q96S82
P42771	P23763
O75874	Q9UBP4
O75874	Q6PIW4
O75874	Q8IWV1
O75874	P37198
O75874	Q9GZV8
O75874	Q9NZQ9
O60674	Q969Q4
P01116	O75915
P01116	Q6UWN0
P40692	Q08117
P40692	Q9Y6Y9
P46531	O75915
P46531	O96024
P46531	Q16394
P46531	Q8N0U4
P46531	Q08379
P46531	Q04726
Q06124	Q9BXY8
Q06124	P52657
Q06124	Q96P11
Q06124	Q9H4M7
Q06124	Q16633
Q06124	Q9HD47
Q06124	P36955
Q06124	Q9H2H9
Q12824	Q5VWN6
Q12824	Q07108
Q12824	P14136
Q12824	Q6P597
Q12824	O60684
Q12824	P19012
Q12824	P08727
Q12824	Q9Y6Y9
Q12824	Q9BRK4
Q12824	Q9NS73
Q12824	A9UHW6
Q12824	O43639
Q12824	Q9UBB9
Q12824	Q13829
Q12824	Q9Y3Q8
Q12824	P08670
Q12824	O75152
P04637	Q9Y365
P04637	Q15819
P04637	Q8IYX0
P04637	A8K0R7
P19544	Q9Y603
P19544	Q08379
P19544	O15131
P19544	P60331
P19544	P60372
P19544	P60411
P19544	P43361
P19544	Q9NVV9
Q93009	P17181
Q15544	Q92750
Q15544	Q16594
Q15544	Q12962
Q15545	Q7Z7C8
P21675	Q15543
Q8NEM0	O75147
Q8NEM0	Q96EK4
Q8NEM0	Q96L58
Q8NEM0	Q9UNS2
Q8NEM0	Q92993
Q8NEM0	Q15126
Q8NEM0	Q15181
Q8NEM0	Q5VV67
Q8NEM0	Q96FQ6
Q8NEM0	Q9NWM0
Q8NEM0	Q12931
Q8NEM0	Q7Z5U6
Q8NEM0	Q9GZS3
P51617	Q96CV9
P30550	Q8WVF2
P06213	P24666
Q86XK2	Q86XK2
P49327	Q16665
Q9ULH1	P84077
P0DP23	P55040
P31749	P35568
P49459	P04259
P49459	P58876
P49459	Q9NTK5
P49459	P37108
P49459	Q15717
P49459	Q92974
P49459	Q8IY17
P49459	O14979
P49459	Q2NL82
P49459	P12270
P49459	P49959
P49459	Q08380
P49459	Q9UBC1
P49459	Q9NVI7
P49459	P26368
P49459	Q9Y2I1
P49459	Q8IY81
P49459	P02549
P49459	P07355
P49459	P18583
P49459	Q5XPI4
P49459	Q96N67
P49459	P51798
P49459	Q14651
P49459	P62829
P49459	P09543
P49459	Q92530
P49459	P62244
P49459	P28288
P49459	O43242
P49459	P08133
P49459	Q8WUM0
P49459	P10155
P49459	O95478
Q14739	O43242
O43242	Q14739
Q9UM11	Q96PX1
Q96PX1	Q96DH6
Q96PX1	Q13895
Q96PX1	P53007
Q96PX1	Q9H0U3
Q96PX1	P50402
Q96PX1	Q53GQ0
Q96PX1	P49406
P02671	P08514
Q96EQ8	P51668
P68400	Q00987
Q9Y5J3	Q15208
Q9BXU7	O95503
P02545	Q06432
P02545	P11836
P02545	P60033
P02545	P31358
P02545	P51798
P02545	P25067
P02545	Q49AN0
P02545	P55085
P02545	O00155
P02545	Q14416
P02545	P09913
P02545	P52294
P02545	Q15797
P02545	O14880
P02545	Q9UIF7
P02545	Q99519
P02545	Q9NZG7
P02545	Q16617
P02545	Q13563
P02545	Q04941
P02545	P04156
P02545	Q02094
P02545	Q8IUQ4
P02545	P30825
P02545	Q13277
P02545	Q12846
P02545	Q16563
P02545	P48775
P02545	P41732
P02545	O75841
P02545	P17036
P02545	Q12899
P02545	Q9BRI3
P02545	Q99726
P02545	O43916
P02545	Q16853
P02545	O75379
P02545	O43508
P02545	O75928
P02545	Q9Y287
P02545	Q9UNK0
P02545	O95715
P02545	O60636
P02545	Q92685
P02545	O43889
P02545	O95183
P02545	Q96IV6
P02545	Q9UBU8
P02545	Q14849
P02545	Q14CN2
P02545	Q9NTJ5
P02545	Q9BQE5
P02545	Q0D2I5
P02545	O43561
P02545	Q9Y6X1
P02545	Q9BTX3
P02545	Q9UMR7
P02545	Q9Y3E0
P02545	Q9Y3A5
P02545	Q8NC01
P02545	Q9NW97
P02545	Q96HA8
P02545	Q8N6G5
P02545	Q9NXZ2
P02545	Q9BQY9
P02545	Q9NPR9
P02545	Q9GZR7
P02545	Q9ULM2
P02545	Q9H2A7
P02545	Q9HC62
P02545	Q9H2S6
P02545	P56851
P02545	Q9BXN6
P02545	Q9NY87
P02545	Q9BUN8
P02545	Q9BTV4
P02545	Q53TN4
P02545	O43169
P02545	Q96GC9
P02545	Q9NUH8
P02545	Q3B820
P02545	Q6UX40
P02545	Q969S0
P02545	Q6N075
P02545	Q9H2L4
P02545	Q969S6
P02545	Q96FZ5
P02545	Q969K7
P02545	Q9BZF1
P02545	Q96DZ9
P02545	Q8IYI8
P02545	Q8N609
P02545	Q5MCW4
P02545	Q8TBE1
P02545	Q8TEC5
P02545	A2RU14
P02545	Q8IY49
P02545	Q8TAF8
P02545	Q6UX98
P02545	Q8IZF0
P02545	Q6PL45
P02545	Q96EC8
Q9H8W5	P04637
Q5JTJ3	P00403
Q6R6M4	O43623
O43623	Q6R6M4
Q9UHL9	P45973
Q9UHL9	Q8TCU4
Q9UHL9	Q8WWY6
Q9UHL9	Q9Y2K6
Q9UHL9	O75925
Q9UHL9	Q9UJ78
Q6VMQ6	Q9UHL9
Q13835	Q9UHL9
Q9UHL9	Q9UBW7
Q9UHL9	Q14202
Q9BQI5	P42566
Q9BQI5	Q9UBC2
P35638	O60260
Q9NRC8	Q96EB6
Q9NRC8	Q9UL46
Q9NRC8	Q12778
Q92681	P04179
Q92681	P10809
Q92681	P10451
Q92681	P07911
P11926	Q92681
Q16763	P31749
P31749	Q16763
Q16763	Q8N434
Q16763	P12956
Q16763	P13010
Q16763	Q9UHB9
P63165	O75475
Q13191	O14763
Q13191	Q12933
Q07912	P41240
Q07912	P46109
P17844	Q15022
Q6ZN04	Q15022
Q96SW2	Q96JP5
Q14457	Q12933
Q86UE4	P05412
O43164	Q9Y4C4
O60240	Q13501
P29590	P61956
Q9UBN7	P52701
Q9UBN7	P40692
Q9UBN7	Q92878
P46934	Q9GZQ8
P31749	P20749
P28482	P20749
Q96PU4	Q12873
Q96PU4	Q13620
Q96PU4	Q9Y383
Q96PU4	P20585
Q96PU4	P18074
Q96PU4	Q9BTC0
Q96PU4	P49959
Q96PU4	Q13112
Q96PU4	O95232
Q96PU4	Q9UKL0
Q96PU4	Q9BXW9
Q96PU4	Q9HCK8
Q96PU4	O75530
Q96PU4	O14647
Q96PU4	Q01664
Q96PU4	P61077
P03372	P17066
P03372	O60884
P03372	P25685
P03372	Q9UDY4
P03372	Q8IXB1
P03372	P61604
Q5VZM2	Q8NBW4
Q9Y2Q5	Q8NBW4
Q0VGL1	Q8NBW4
Q8NBW4	Q6IAA8
Q8NBW4	Q7L523
Q8NBW4	P61421
O95990	Q9NP72
O95990	Q15008
O95990	Q9UKF6
O95990	Q0VDF9
O95990	Q8N635
O95990	Q8NHS9
O95990	Q0ZGT2
O95990	Q92624
Q96EP0	Q9UBN7
Q96EP0	Q9Y4K3
Q13133	P24385
P55055	P42224
O75925	Q15466
O75925	Q8IUQ4
Q9Y5J3	P07437
Q9Y5J3	P21333
Q9Y5J3	P08238
Q9Y5J3	P48643
Q9Y5J3	Q9Y2S6
Q9Y5J3	Q8WZ42
Q9Y5J3	Q8NF91
Q07820	Q13616
Q9HCM4	Q86YT6
O00548	Q86YT6
Q99962	Q969P5
Q99961	Q969P5
Q969P5	Q99961
P12004	Q96LD8
Q6PJF5	P61088
P07550	P35626
Q9Y5J3	Q99996
Q9Y5J3	Q8TEP8
Q9Y5J3	P55072
Q9Y5J3	Q01844
Q9Y5J3	P68400
Q9Y5J3	P62820
Q9Y5J3	P62917
Q9Y5J3	P62851
Q9Y5J3	P62269
Q9Y5J3	P23396
Q9Y5J3	P09651
Q9Y5J3	P62314
Q9Y5J3	Q6P5R6
Q9Y5J3	Q8WVK2
Q9Y5J3	P62861
Q9Y5J3	Q14978
Q9Y5J3	P49750
Q9Y5J3	P15311
Q9Y5J3	Q6DN90
Q03135	Q9H492
Q03135	P60709
P0DP23	Q9H1R3
P38398	Q9P209
P38398	Q13433
P38398	Q5T6F2
P38398	P14866
P38398	P22102
P38398	Q15393
P38398	Q9BUJ2
P38398	P78332
P38398	Q96PK6
P38398	P62249
P38398	Q15029
P38398	Q6PKG0
P38398	O94906
P38398	Q99459
P38398	Q15149
P38398	P46782
P38398	P41252
P38398	Q13617
P38398	P23396
P38398	Q14103
P38398	Q13813
P38398	Q15291
P38398	P23246
P38398	P31942
P38398	P05783
P38398	P07814
P38398	P62241
P38398	Q9Y6D6
P38398	P46776
P38398	P54136
P38398	P36578
P38398	Q14157
P38398	P48643
P38398	P39019
P38398	P35579
P38398	O14980
P38398	P62244
P38398	P78371
P38398	P05387
P38398	Q96PM5
P38398	Q13151
P38398	P53396
P38398	P28066
P38398	P50991
P38398	Q00610
P38398	P19338
P38398	P34932
P38398	P43686
P38398	Q14974
P38398	Q9BQE3
P38398	P49327
P38398	P68371
P38398	Q8TBA6
P38398	Q01518
P38398	Q06830
P38398	E9PAV3
P38398	P24534
P38398	P17987
P38398	P62424
P38398	P33991
P38398	Q02241
P38398	Q99460
P38398	P22234
P38398	P08238
P38398	P42766
P38398	P28074
P38398	P18206
P38398	P27708
P38398	P60228
P38398	P56192
P38398	P26640
P38398	P83731
P38398	P12270
P38398	Q8IXB1
P38398	P63010
P38398	Q8WX93
P38398	P46781
P38398	P49454
P38398	P35221
P38398	Q9Y678
P38398	Q7Z417
P38398	Q8TEQ6
P38398	Q15181
P38398	Q9HA64
P38398	P52907
P38398	P26196
P38398	Q9Y6Y8
P38398	Q92973
P38398	Q969F1
P38398	P33992
P38398	P41250
P38398	Q15020
P38398	Q96QK1
P38398	P50454
P38398	Q13409
P38398	O95757
P38398	P61289
P38398	P62195
P38398	P02786
P38398	P0DJG4
P38398	O75694
P38398	Q12904
P38398	Q5BKZ1
P38398	O15294
P38398	P36551
P38398	Q92841
P38398	Q09028
P38398	Q01813
P38398	Q13557
P38398	Q9C005
P38398	P62861
P38398	Q53GT1
P38398	Q8NCA5
P38398	Q9Y262
P38398	P55036
P38398	O60610
P38398	P17858
P38398	Q9HCE1
P38398	O15047
P38398	P46459
P38398	P30622
P38398	P62995
Q15365	P29590
Q15365	Q15386
Q15365	P63208
Q15365	Q13263
Q15365	Q14139
Q15365	Q9UNE7
P02545	P84103
P02545	Q9NY12
Q15303	Q8TAA9
P02545	Q00839
P02545	Q02539
P02545	P33778
P02545	P68431
P02545	Q9BUQ8
P02545	O43143
P02545	Q32P51
P02545	P51991
P02545	P07910
P02545	P31943
P08237	Q15561
P02545	O94906
P02545	P62316
P02545	P62318
P08237	P28347
P02545	Q9H7B2
P02545	Q02878
P02545	P62081
P02545	P11387
P02545	P14866
P46937	P07996
P46937	P07437
P46937	P55884
P46937	P98175
P46937	Q13200
P46937	P62701
P46937	P27816
P46937	P62424
P46937	P14678
P46937	Q15393
P46937	P43243
P46937	P62753
P46937	O43390
P46937	P10412
P46937	P20700
P46937	Q14980
P46937	Q15561
P46937	Q02218
P46937	P30101
P46937	P83731
P46937	O43175
P46937	O00410
P46937	Q9NVI7
P46937	P84098
P46937	Q96IF1
P46937	Q9H0D6
P46937	P40429
P46937	Q99439
P46937	Q92769
P46937	P22695
P46937	P53602
P46937	P35580
P46937	P22234
P46937	Q9H9B4
P46937	P32969
P46937	Q8IXB1
P46937	O75083
P46937	Q9NQC3
P46937	O96019
P46937	Q15942
P46937	Q12834
P46937	P62826
P46937	P46778
P46937	Q7L1I2
Q8NAP3	Q7Z6E9
O14920	Q99814
Q9NYY3	Q969H0
Q9UGI8	O60762
Q9UGI8	P04150
Q9UGI8	Q8IWB1
Q9UGI8	P43490
Q9UGI8	Q53LP3
Q9UGI8	P49792
Q9UGI8	Q13509
Q9UGI8	P78527
Q9UGI8	Q9P0V3
Q9UGI8	Q96RQ1
Q9UGI8	Q96BN8
Q9UGI8	P04350
Q9UGI8	Q96KG9
Q9UGI8	Q9Y6K9
Q9UGI8	Q8N1F7
Q9UGI8	P19367
Q9UGI8	Q13619
Q9UGI8	Q12931
Q9UGI8	O95831
Q9UGI8	Q96CW1
Q9UGI8	P29317
Q9UGI8	P11498
Q9UGI8	Q6NXE6
Q9UGI8	Q7Z2W4
Q9UGI8	Q96HC4
Q9UGI8	Q8IY21
Q9UGI8	Q5H9R7
Q9UGI8	Q9NZM1
Q9UGI8	Q15758
Q9UGI8	Q9BTT0
Q9UGI8	Q9UI10
Q9UGI8	O95373
Q9UGI8	Q7Z6Z7
Q9UGI8	Q9Y5M8
Q9UGI8	P08243
Q9UGI8	Q8TEX9
Q9UGI8	Q92947
Q9UGI8	Q5T4S7
Q8IYW5	P11388
Q8IYW5	P46013
Q8IYW5	Q15154
Q8IYW5	Q9P0K7
Q8IYW5	O43143
P11388	Q8IYW5
Q9UGI8	Q13347
Q9UGI8	P21291
Q9UGI8	Q16643
Q9UGI8	Q99439
Q9UGI8	Q9UPN3
Q9UGI8	Q6NYC8
Q9UGI8	Q9BR76
Q9UGI8	Q8IVT2
Q9UGI8	P62736
Q9UGI8	Q8IXS6
Q9UGI8	Q14847
Q9UGI8	P46939
Q9UGI8	Q8WWI1
Q9UGI8	P37802
Q9UGI8	P46940
Q9UGI8	P09493
Q9UGI8	Q16658
Q9UGI8	P09496
Q9UGI8	P24844
Q9UGI8	O14950
Q9UGI8	Q6P1J9
Q9UGI8	P02786
Q9UGI8	P27708
Q9UGI8	Q8N7H5
Q9UGI8	Q99832
Q9UGI8	Q16527
Q9UGI8	Q7Z5L9
Q9UGI8	P08670
Q9UGI8	Q04695
Q9UGI8	Q9NR30
Q9UGI8	Q99848
Q9UGI8	P84090
Q9UGI8	P04908
Q8WWY3	Q9Y265
Q9UHK0	Q16637
Q9UHI6	Q9UHK0
P57678	Q9UHK0
O75970	P28335
Q5JTW2	Q8TAP6
Q5JTW2	O43303
Q5JTW2	Q16531
O43303	Q16531
Q14872	Q9BQG0
Q14872	Q9NW13
Q14872	Q9H0A0
Q14872	P23396
Q14872	P46781
Q14872	P62424
Q14872	P62917
Q14872	A8K8P3
Q14872	Q9NYU2
Q14872	P62906
Q14872	P17844
Q14872	O14744
Q14872	O43143
Q14872	Q14684
Q14872	Q02543
Q14872	Q14683
Q14872	P62241
Q14872	P39019
Q14872	P62913
Q14872	P46779
Q14872	P18077
Q14872	Q9NVP1
Q14872	P31943
Q14872	Q9UMS4
Q14872	P98175
Q14872	O75533
Q14872	P62750
Q14872	P43243
Q14872	P22087
Q14872	Q15029
Q14872	P62081
Q14872	P62805
Q14872	P20700
Q14872	Q15233
Q14872	Q9Y3T9
Q14872	Q01831
Q14872	Q32P51
Q14872	Q9NVI7
Q14872	Q05639
P19838	P21580
Q8IX03	O14578
Q8IX03	O75970
Q8IX03	Q8TEU7
Q8IX03	Q12959
Q8IX03	Q14203
Q8IX03	Q9H3G5
Q8IX03	Q9NUP9
Q8IX03	Q14118
Q8IX03	P49674
Q8IY63	Q93008
Q9H4B6	Q93008
O95835	Q93008
Q93008	Q8IX03
Q8N1B4	Q9UJ55
Q99608	Q9UJ55
Q99608	P48357
Q13905	P62834
P04156	Q96IU2
P04156	P27348
P04156	P07900
P04156	P08865
P04156	Q13200
P35368	P35368
P35348	P35368
Q12879	Q05586
Q13501	Q562E7
Q562E7	Q9BXW4
Q9BXW4	P0CG48
P46531	Q13618
P05771	P31749
P98088	P16144
O15297	O96017
Q8NA75	O75688
Q8NA75	P19338
Q8NA75	Q92905
Q8NA75	P11142
Q8NA75	P67809
Q8NA75	Q13098
Q8NA75	P61978
Q8NA75	P11940
Q8NA75	Q9H9Q2
P41002	Q12834
Q9UM11	P41002
P41002	P31749
Q13107	Q13485
Q13485	Q9HAU4
P12755	Q9HAU4
Q14145	Q14247
O94763	Q9UHW5
O94763	P31153
O94763	Q7KZ85
O94763	P05783
O94763	Q15366
O94763	Q7Z2W4
O94763	Q9NQG5
O94763	P30153
P67775	Q13263
Q9Y6X2	P11309
O75925	P11309
P10909	O00303
Q8TEB7	Q01151
Q16531	Q96NY9
Q16531	Q96AY2
Q9H492	P20700
Q9GZQ8	P20700
P51965	O75367
Q99496	P51965
Q9H3D4	P18847
P18847	Q9H3D4
P17676	Q5D1E8
O95696	A8K8P3
O95696	Q9HAF1
O95696	P62258
O95696	Q86U86
O95696	P63104
O95696	Q12873
O95696	Q99733
O95696	Q08J23
O95696	P61981
O95696	P68431
Q9UBQ0	O75436
Q8WVY7	O75832
P35998	Q8WVY7
O00487	Q16401
P10275	Q9H5I1
P43364	Q9H5I1
Q96QK1	P13473
O94992	O94992
Q96EP0	O60260
O95863	Q5XUX0
Q9UK80	P51587
Q9UK80	Q06609
P53350	Q13188
Q8N2K1	P00533
P62136	P08235
P08235	P62136
O60880	P55072
O00463	Q9UHD2
Q15233	Q969H0
Q16539	P38936
Q03135	P01112
Q9UHD2	P36406
Q13263	Q13315
Q9H3M7	P48723
Q9H3M7	P11142
Q9H3M7	P31948
Q9H3M7	O94842
Q9H3M7	Q9ULM3
Q9H3M7	P49959
Q9H3M7	Q9Y2X3
Q9H3M7	Q9UQR0
Q9H3M7	Q13263
Q9H3M7	Q86T24
A1A4S6	P62330
O75398	P53999
O75398	Q02447
P08047	O75398
P36952	P40925
P36952	P80723
Q8NFZ5	Q9P2H5
P31645	P08238
Q9Y4L5	P16104
Q9UHD9	P0DMV8
Q9UHD9	P0DMV9
P11142	Q9UHD9
P31948	P11766
Q8NEE6	O15182
Q8NEE6	Q9UPN7
Q8NEE6	Q8WZA2
Q8NEE6	E9PAV3
Q8NEE6	Q9NZJ4
Q8NEE6	Q14005
Q8NEE6	P36888
Q8NEE6	Q8N2E2
Q8NEE6	Q92621
Q8NEE6	Q9UDR5
Q8NEE6	P08183
Q8NEE6	Q9NPA8
Q8NEE6	Q9H078
Q8NEE6	P78426
O60260	Q00975
Q14694	P62753
P62753	P36578
P62753	Q14444
P62753	P62424
Q16665	Q92831
Q96CV9	Q9H1Y0
Q96CV9	Q9Y4P8
P55854	O76064
Q96PU5	P61077
Q9UL19	Q5XPI4
Q13325	O43318
Q13325	O15111
P09936	Q9NYB0
P09936	Q15554
Q9NY64	Q10567
Q9NY64	P63010
Q9NZC7	P38398
Q9H7D7	P42338
P31751	Q9H7D7
P42338	P62873
Q9H7D7	P27986
P17612	P41235
Q9NTG7	P05091
Q96GX2	Q9NPA8
Q96GX2	Q9UPT9
Q9NPA8	Q96GX2
Q99814	P10244
Q92466	Q13207
Q92466	P68431
P13010	Q16531
Q86X55	P03372
P29350	P06493
P05106	Q99828
P50281	P01033
P54132	Q969H0
Q969H0	Q9NRI5
P49841	Q9NRI5
Q92945	Q9NRR4
Q9NXL9	P52701
Q9NXL9	P54277
Q9NXL9	Q16649
Q9NXL9	O00487
Q9UJA3	Q9NXL9
Q8WXS3	Q99496
Q8WXS3	Q9BW66
Q8WXS3	O43747
O43474	Q8WXS3
P43246	Q9NXL9
P43246	Q9UJA3
O00165	Q14457
P68431	Q9UBC3
P68431	Q5H9M0
Q6PCT2	Q5VTR2
Q5VTR2	Q6PCT2
Q969V5	Q15819
O60346	Q9UNE7
Q96P20	O95376
Q9HCU9	P62258
Q8TEW0	Q13625
P30260	Q03014
Q9UJX5	P52948
Q9UJX5	A1A4G5
Q9UJX5	Q03014
Q9UM13	P35453
Q12834	P52948
Q12834	A1A4G5
P78406	A1A4G5
Q9UM11	P35453
Q9UM11	A1A4G5
P78317	P49459
P78317	P63146
Q8TDX7	P54274
Q99828	Q99683
Q92995	Q96RL1
P49918	P49918
P09067	P43699
P21462	Q13164
Q8IY18	O14777
Q13601	O95751
P17947	Q9UMX0
P0C6T2	O43765
Q9NZE8	Q8IYF3
Q9NUW8	P63279
Q9Y4Z0	Q13049
P24666	O43281
P04201	Q8WTU0
Q9UHC1	Q9BRK4
Q8WTU0	Q8WTU0
Q96EU6	O14641
Q8TBC4	Q9Y2J4
Q8WU20	O15162
Q9BV10	Q8N6L0
Q9NWY4	O43791
Q9BZG8	Q9BQC3
O95807	O00505
Q96HJ9	O95273
P41223	Q9BW62
Q9H1Y0	P49760
Q9UHW5	Q8N0S2
A6H8Y1	Q9P1Z2
Q9BTY7	Q9UHV2
P17987	Q96BR9
Q5HYK3	Q6RW13
Q8IY18	Q9Y2D8
Q8N9T8	Q9H190
P33991	Q9BTE3
P21462	Q9Y2W2
